"","track_id","track_name","track_url","artist_name","artist_id"
"125","6WrI0LAC5M1Rw2MnX2ZvEg","Don't Start Now","https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we"
"126","1GVF9369j7InydwGztCDIZ","Good In Goodbye","https://open.spotify.com/track/1GVF9369j7InydwGztCDIZ","Madison Beer","2kRfqPViCqYdSGhYSM9R0Q"
"127","3RhyHYnYxuGnP8njFlNxHq","don't come back","https://open.spotify.com/track/3RhyHYnYxuGnP8njFlNxHq","Tate McRae","45dkTj5sMRSjrmBSBeiHym"
"128","4r8lRYnoOGdEi6YyI5OC1o","Bye Bye Bye","https://open.spotify.com/track/4r8lRYnoOGdEi6YyI5OC1o","*NSYNC","6Ff53KvcvAj5U7Z1vojB5o"
"129","4TCL0qqKyqsMZml0G3M9IM","Telephone","https://open.spotify.com/track/4TCL0qqKyqsMZml0G3M9IM","Lady Gaga","1HY2Jd0NmPuamShAr6KMms"
"130","3OHfY25tqY28d16oZczHc8","Kill Bill","https://open.spotify.com/track/3OHfY25tqY28d16oZczHc8","SZA","7tYKF4w9nC0nq9CsPZTHyP"
"131","5st5644IlBmKiiRE73UsoZ","Fuck You","https://open.spotify.com/track/5st5644IlBmKiiRE73UsoZ","Lily Allen","13saZpZnCDWOI9D4IJhp1f"
"132","5mFMb5OHI3cN0UjITVztCj","Rumour Has It","https://open.spotify.com/track/5mFMb5OHI3cN0UjITVztCj","Adele","4dpARuHxo51G3z768sgnrY"
"133","4T4NLIMypdmyUwK54jECk4","Too Little Too Late","https://open.spotify.com/track/4T4NLIMypdmyUwK54jECk4","JoJo","5xuNBZoM7z1Vv8IQ6uM0p6"
"134","7lidXGPXPYLNThITAOTlkK","You should be sad","https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK","Halsey","26VFTg2z8YR0cCuwLzESi2"
"135","5QhBKPqsnX1uY9fZNaAtZg","Stronger","https://open.spotify.com/track/5QhBKPqsnX1uY9fZNaAtZg","Britney Spears","26dSoYclwsYLMAKD3tpOr4"
"136","36phXHOKx8rO7CMp2vNX4x","Love Myself","https://open.spotify.com/track/36phXHOKx8rO7CMp2vNX4x","Hailee Steinfeld","5p7f24Rk5HkUZsaS3BLG5F"
"137","6AQbmUe0Qwf5PZnt4HmTXv","Boy's a liar Pt. 2","https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress","78rUTD7y6Cy67W1RVzYs7t"
"138","4k80K0b6KZ2QjAYkXON7q6","Blow Me (One Last Kiss)","https://open.spotify.com/track/4k80K0b6KZ2QjAYkXON7q6","P!nk","1KCSPY1glIKqW2TotWuXOR"
"139","0NwGC0v03ysCYINtg6ns58","Better Than Revenge (Taylor's Version)","https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58","Taylor Swift","06HL4z0CvFAxyc27GXpf02"
